date,year,month,fiscalyear,business_area_code,school,emissions,trips
01-07-2019,2019,7,FY19-20,550,Johns Hopkins HealthCare,1.934636071,26
01-07-2019,2019,7,FY19-20,587,EMRS PROJECT,2.081112124,35
01-07-2019,2019,7,FY19-20,630,Sibley Memorial Hospital,0.512867209,4
01-08-2019,2019,8,FY19-20,0,Unavailable,349.2037377,876
01-08-2019,2019,8,FY19-20,100,INSTITUTION WIDE FUNDS,0.450157418,4
01-08-2019,2019,8,FY19-20,101,University Administration,7.949013609,50
01-08-2019,2019,8,FY19-20,110,Homewood Student Affairs,14.41452377,64
01-08-2019,2019,8,FY19-20,112,U-WIDE STUDENT AFFAIRS,0.806849678,2
01-08-2019,2019,8,FY19-20,115,Krieger School of Arts and Sciences,19.12426471,63
01-08-2019,2019,8,FY19-20,120,Whiting School of Engineering,14.53653036,55
01-08-2019,2019,8,FY19-20,125,School of Education,2.810166078,17
01-08-2019,2019,8,FY19-20,126,Carey Business School,0.707696321,9
01-08-2019,2019,8,FY19-20,135,PEABODY INSTITUTE,0.37729957,2
01-08-2019,2019,8,FY19-20,140,NITZE SCH ADV INT STUDIES-SAIS,11.06201271,31
01-08-2019,2019,8,FY19-20,141,BOLOGNA CENTER,0.721915839,2
01-08-2019,2019,8,FY19-20,142,NANJING CENTER,2.582870868,8
01-08-2019,2019,8,FY19-20,160,Bloomberg School of Public Health,8.654566651,32
01-08-2019,2019,8,FY19-20,165,School of Nursing (SON),6.912064481,16
01-08-2019,2019,8,FY19-20,170,School of Medicine (SOM),61.5439557,229
01-08-2019,2019,8,FY19-20,212,CGEPI,0.274171333,8
01-08-2019,2019,8,FY19-20,215,CENTER FOR TALENTED YOUTH,8.87307769,34
01-08-2019,2019,8,FY19-20,235,JHPEIGO,61.20666436,124
01-08-2019,2019,8,FY19-20,251,JHU PRESS BOOK DIVISION,0.076240534,1
01-08-2019,2019,8,FY19-20,255,JHU PRESS MUSE,1.527151699,3
01-08-2019,2019,8,FY19-20,400,JH Bayview Medical Center,0.519372374,2
01-08-2019,2019,8,FY19-20,440,JH Community Physicians,0.080664046,1
01-08-2019,2019,8,FY19-20,450,JH HEALTH SYSTEM CORPORATION,5.763525202,41
01-08-2019,2019,8,FY19-20,480,Johns Hopkins Hospital,12.59712093,30
01-08-2019,2019,8,FY19-20,550,Johns Hopkins HealthCare,2.060688815,37
01-08-2019,2019,8,FY19-20,555,JOHNS HOPKINS IMAGING LLC,0.373656678,8
01-08-2019,2019,8,FY19-20,587,EMRS PROJECT,1.516103541,20
01-08-2019,2019,8,FY19-20,630,Sibley Memorial Hospital,0.7017772,4
01-09-2019,2019,9,FY19-20,0,Unavailable,156.6273549,498
01-09-2019,2019,9,FY19-20,100,INSTITUTION WIDE FUNDS,1.388931843,6
01-09-2019,2019,9,FY19-20,101,University Administration,23.00637365,154
01-09-2019,2019,9,FY19-20,110,Homewood Student Affairs,31.66124727,238
01-09-2019,2019,9,FY19-20,112,U-WIDE STUDENT AFFAIRS,1.268329423,4
01-09-2019,2019,9,FY19-20,115,Krieger School of Arts and Sciences,28.9116858,88
01-09-2019,2019,9,FY19-20,120,Whiting School of Engineering,20.96407905,87
01-09-2019,2019,9,FY19-20,125,School of Education,2.078320055,13
01-09-2019,2019,9,FY19-20,126,Carey Business School,0.691637849,4
01-09-2019,2019,9,FY19-20,135,PEABODY INSTITUTE,6.463622584,64
01-09-2019,2019,9,FY19-20,140,NITZE SCH ADV INT STUDIES-SAIS,24.49986999,87
01-09-2019,2019,9,FY19-20,142,NANJING CENTER,2.089761026,10
01-09-2019,2019,9,FY19-20,160,Bloomberg School of Public Health,30.98022482,88
01-09-2019,2019,9,FY19-20,165,School of Nursing (SON),9.411141604,29
01-09-2019,2019,9,FY19-20,170,School of Medicine (SOM),92.28889686,305
01-09-2019,2019,9,FY19-20,190,JH TECHNOLOGY VENTURES,0.236506722,4
01-09-2019,2019,9,FY19-20,212,CGEPI,0.537196526,4
01-09-2019,2019,9,FY19-20,215,CENTER FOR TALENTED YOUTH,10.37290338,39
01-09-2019,2019,9,FY19-20,235,JHPEIGO,80.90774117,165
01-09-2019,2019,9,FY19-20,251,JHU PRESS BOOK DIVISION,0.555852563,3
01-09-2019,2019,9,FY19-20,255,JHU PRESS MUSE,1.70305136,5
01-09-2019,2019,9,FY19-20,400,JH Bayview Medical Center,3.123609785,6
01-09-2019,2019,9,FY19-20,450,JH HEALTH SYSTEM CORPORATION,4.770991729,48
01-09-2019,2019,9,FY19-20,480,Johns Hopkins Hospital,1.498920119,18
01-09-2019,2019,9,FY19-20,550,Johns Hopkins HealthCare,1.879715125,23
01-09-2019,2019,9,FY19-20,587,EMRS PROJECT,0.53236535,10
01-09-2019,2019,9,FY19-20,630,Sibley Memorial Hospital,1.09442896,4
01-10-2019,2019,10,FY19-20,0,Unavailable,188.7342964,1025
01-10-2019,2019,10,FY19-20,100,INSTITUTION WIDE FUNDS,0.240170692,4
01-10-2019,2019,10,FY19-20,101,University Administration,39.60400095,205
01-10-2019,2019,10,FY19-20,110,Homewood Student Affairs,35.50191421,237
01-10-2019,2019,10,FY19-20,112,U-WIDE STUDENT AFFAIRS,1.434127455,16
01-10-2019,2019,10,FY19-20,115,Krieger School of Arts and Sciences,38.92775799,173
01-10-2019,2019,10,FY19-20,120,Whiting School of Engineering,26.08844296,91
01-10-2019,2019,10,FY19-20,125,School of Education,2.714371189,38
01-10-2019,2019,10,FY19-20,126,Carey Business School,3.272277979,19
01-10-2019,2019,10,FY19-20,130,Sheridan Libraries,1.8083603,16
01-10-2019,2019,10,FY19-20,135,PEABODY INSTITUTE,3.325795635,32
01-10-2019,2019,10,FY19-20,140,NITZE SCH ADV INT STUDIES-SAIS,19.94227746,81
01-10-2019,2019,10,FY19-20,141,BOLOGNA CENTER,1.458736507,5
01-10-2019,2019,10,FY19-20,142,NANJING CENTER,0.429601097,7
01-10-2019,2019,10,FY19-20,160,Bloomberg School of Public Health,16.00009109,72
01-10-2019,2019,10,FY19-20,165,School of Nursing (SON),6.048128917,35
01-10-2019,2019,10,FY19-20,170,School of Medicine (SOM),88.31708766,387
01-10-2019,2019,10,FY19-20,210,BIOETHICS INSTITUTE,1.344747709,8
01-10-2019,2019,10,FY19-20,212,CGEPI,1.81736201,12
01-10-2019,2019,10,FY19-20,215,CENTER FOR TALENTED YOUTH,36.41846464,86
01-10-2019,2019,10,FY19-20,235,JHPEIGO,60.02768405,109
01-10-2019,2019,10,FY19-20,251,JHU PRESS BOOK DIVISION,0.442091013,3
01-10-2019,2019,10,FY19-20,255,JHU PRESS MUSE,0.212588792,2
01-10-2019,2019,10,FY19-20,400,JH Bayview Medical Center,0.70333844,4
01-10-2019,2019,10,FY19-20,430,JHBMC GRANT COMPANY,0.519892787,4
01-10-2019,2019,10,FY19-20,450,JH HEALTH SYSTEM CORPORATION,12.87485352,104
01-10-2019,2019,10,FY19-20,480,Johns Hopkins Hospital,11.29231594,80
01-10-2019,2019,10,FY19-20,540,JHHCG PHARMAQUIP,0.33982982,4
01-10-2019,2019,10,FY19-20,550,Johns Hopkins HealthCare,4.344825822,32
01-10-2019,2019,10,FY19-20,587,EMRS PROJECT,2.139075473,32
01-10-2019,2019,10,FY19-20,630,Sibley Memorial Hospital,3.080976247,29
01-10-2019,2019,10,FY19-20,640,Howard County General Hospital,0.105383673,2
01-10-2019,2019,10,FY19-20,650,All Children’s Hospital,0.21961437,2
01-11-2019,2019,11,FY19-20,0,Unavailable,139.6750498,807
01-11-2019,2019,11,FY19-20,101,University Administration,32.79664137,158
01-11-2019,2019,11,FY19-20,110,Homewood Student Affairs,11.59964949,98
01-11-2019,2019,11,FY19-20,112,U-WIDE STUDENT AFFAIRS,0.75537976,6
01-11-2019,2019,11,FY19-20,114,555 PENN,0.536546009,2
01-11-2019,2019,11,FY19-20,115,Krieger School of Arts and Sciences,49.9258374,156
01-11-2019,2019,11,FY19-20,120,Whiting School of Engineering,21.33057348,85
01-11-2019,2019,11,FY19-20,125,School of Education,1.303114653,16
01-11-2019,2019,11,FY19-20,126,Carey Business School,0.904087832,7
01-11-2019,2019,11,FY19-20,130,Sheridan Libraries,0.073542726,2
01-11-2019,2019,11,FY19-20,135,PEABODY INSTITUTE,13.42857404,47
01-11-2019,2019,11,FY19-20,140,NITZE SCH ADV INT STUDIES-SAIS,18.72594517,70
01-11-2019,2019,11,FY19-20,141,BOLOGNA CENTER,7.355401486,19
01-11-2019,2019,11,FY19-20,142,NANJING CENTER,2.57404965,3
01-11-2019,2019,11,FY19-20,160,Bloomberg School of Public Health,24.51511097,73
01-11-2019,2019,11,FY19-20,165,School of Nursing (SON),3.008593912,27
01-11-2019,2019,11,FY19-20,170,School of Medicine (SOM),91.98493683,311
01-11-2019,2019,11,FY19-20,190,JH TECHNOLOGY VENTURES,0.648434847,4
01-11-2019,2019,11,FY19-20,210,BIOETHICS INSTITUTE,0.096016235,2
01-11-2019,2019,11,FY19-20,212,CGEPI,0.699646895,2
01-11-2019,2019,11,FY19-20,215,CENTER FOR TALENTED YOUTH,11.50712522,45
01-11-2019,2019,11,FY19-20,235,JHPEIGO,85.61398079,159
01-11-2019,2019,11,FY19-20,255,JHU PRESS MUSE,0.123077722,2
01-11-2019,2019,11,FY19-20,400,JH Bayview Medical Center,0.205303007,2
01-11-2019,2019,11,FY19-20,440,JH Community Physicians,0.35127891,4
01-11-2019,2019,11,FY19-20,450,JH HEALTH SYSTEM CORPORATION,17.42375594,101
01-11-2019,2019,11,FY19-20,462,JHMMC INTRASTAFF DIVISION,1.09442896,4
01-11-2019,2019,11,FY19-20,480,Johns Hopkins Hospital,5.121218616,19
01-11-2019,2019,11,FY19-20,550,Johns Hopkins HealthCare,1.704093023,12
01-11-2019,2019,11,FY19-20,587,EMRS PROJECT,1.188363542,20
01-11-2019,2019,11,FY19-20,600,Suburban Hospital,0.316151019,2
01-11-2019,2019,11,FY19-20,630,Sibley Memorial Hospital,0.198017223,2
01-11-2019,2019,11,FY19-20,640,Howard County General Hospital,2.184383419,12
01-11-2019,2019,11,FY19-20,650,All Children’s Hospital,0.21961437,2
01-11-2019,2019,11,FY19-20,658,PEDIATRIC PHYSICIANS SERVICES,0.144804973,1
01-12-2019,2019,12,FY19-20,0,Unavailable,188.3251934,492
01-12-2019,2019,12,FY19-20,101,University Administration,20.60633749,84
01-12-2019,2019,12,FY19-20,110,Homewood Student Affairs,7.852265105,64
01-12-2019,2019,12,FY19-20,112,U-WIDE STUDENT AFFAIRS,1.326068395,9
01-12-2019,2019,12,FY19-20,115,Krieger School of Arts and Sciences,29.89053281,93
01-12-2019,2019,12,FY19-20,120,Whiting School of Engineering,20.50066918,74
01-12-2019,2019,12,FY19-20,125,School of Education,2.769327673,35
01-12-2019,2019,12,FY19-20,126,Carey Business School,0.922595901,4
01-12-2019,2019,12,FY19-20,135,PEABODY INSTITUTE,1.160131126,10
01-12-2019,2019,12,FY19-20,140,NITZE SCH ADV INT STUDIES-SAIS,21.51214427,73
01-12-2019,2019,12,FY19-20,142,NANJING CENTER,3.18340542,5
01-12-2019,2019,12,FY19-20,160,Bloomberg School of Public Health,33.63008951,94
01-12-2019,2019,12,FY19-20,165,School of Nursing (SON),14.21121857,44
01-12-2019,2019,12,FY19-20,170,School of Medicine (SOM),61.01371369,189
01-12-2019,2019,12,FY19-20,210,BIOETHICS INSTITUTE,1.715295343,2
01-12-2019,2019,12,FY19-20,212,CGEPI,0.946582958,4
01-12-2019,2019,12,FY19-20,215,CENTER FOR TALENTED YOUTH,16.20194472,56
01-12-2019,2019,12,FY19-20,235,JHPEIGO,52.80783686,91
01-12-2019,2019,12,FY19-20,400,JH Bayview Medical Center,1.641643439,6
01-12-2019,2019,12,FY19-20,440,JH Community Physicians,0.537847042,4
01-12-2019,2019,12,FY19-20,450,JH HEALTH SYSTEM CORPORATION,7.250260072,38
01-12-2019,2019,12,FY19-20,480,Johns Hopkins Hospital,15.35268005,66
01-12-2019,2019,12,FY19-20,540,JHHCG PHARMAQUIP,1.09442896,4
01-12-2019,2019,12,FY19-20,550,Johns Hopkins HealthCare,0.740938294,10
01-12-2019,2019,12,FY19-20,587,EMRS PROJECT,1.029651961,18
01-12-2019,2019,12,FY19-20,600,Suburban Hospital,2.180010895,8
01-12-2019,2019,12,FY19-20,640,Howard County General Hospital,1.597656133,7
01-12-2019,2019,12,FY19-20,650,All Children’s Hospital,0.21961437,2
01-12-2019,2019,12,FY19-20,658,PEDIATRIC PHYSICIANS SERVICES,0.426478617,3
01-01-2020,2020,1,FY19-20,0,Unavailable,690.8676674,2019
01-01-2020,2020,1,FY19-20,101,University Administration,39.20379864,160
01-01-2020,2020,1,FY19-20,110,Homewood Student Affairs,9.59628856,71
01-01-2020,2020,1,FY19-20,112,U-WIDE STUDENT AFFAIRS,8.614051836,24
01-01-2020,2020,1,FY19-20,115,Krieger School of Arts and Sciences,34.55519084,113
01-01-2020,2020,1,FY19-20,120,Whiting School of Engineering,17.59091027,65
01-01-2020,2020,1,FY19-20,125,School of Education,1.933831028,18
01-01-2020,2020,1,FY19-20,126,Carey Business School,8.097730985,26
01-01-2020,2020,1,FY19-20,130,Sheridan Libraries,1.452573362,6
01-01-2020,2020,1,FY19-20,135,PEABODY INSTITUTE,1.90134679,16
01-01-2020,2020,1,FY19-20,140,NITZE SCH ADV INT STUDIES-SAIS,80.82265859,182
01-01-2020,2020,1,FY19-20,141,BOLOGNA CENTER,0.755030242,2
01-01-2020,2020,1,FY19-20,142,NANJING CENTER,4.504294651,16
01-01-2020,2020,1,FY19-20,160,Bloomberg School of Public Health,15.61230062,46
01-01-2020,2020,1,FY19-20,165,School of Nursing (SON),14.52297082,35
01-01-2020,2020,1,FY19-20,170,School of Medicine (SOM),72.57956101,224
01-01-2020,2020,1,FY19-20,190,JH TECHNOLOGY VENTURES,0.251099369,2
01-01-2020,2020,1,FY19-20,212,CGEPI,0.158465819,2
01-01-2020,2020,1,FY19-20,215,CENTER FOR TALENTED YOUTH,7.496498914,38
01-01-2020,2020,1,FY19-20,235,JHPEIGO,74.86365748,125
01-01-2020,2020,1,FY19-20,251,JHU PRESS BOOK DIVISION,0.89927401,6
01-01-2020,2020,1,FY19-20,400,JH Bayview Medical Center,1.675715714,12
01-01-2020,2020,1,FY19-20,440,JH Community Physicians,0.860780845,4
01-01-2020,2020,1,FY19-20,450,JH HEALTH SYSTEM CORPORATION,9.371641591,50
01-01-2020,2020,1,FY19-20,480,Johns Hopkins Hospital,3.782284695,22
01-01-2020,2020,1,FY19-20,520,Johns Hopkins International,3.121857252,4
01-01-2020,2020,1,FY19-20,550,Johns Hopkins HealthCare,1.722315583,23
01-01-2020,2020,1,FY19-20,587,EMRS PROJECT,2.28319985,39
01-01-2020,2020,1,FY19-20,630,Sibley Memorial Hospital,2.698814535,8
01-01-2020,2020,1,FY19-20,640,Howard County General Hospital,0.174402863,3
01-01-2020,2020,1,FY19-20,650,All Children’s Hospital,0.658843111,6
01-01-2020,2020,1,FY19-20,658,PEDIATRIC PHYSICIANS SERVICES,0.724024865,5
01-02-2020,2020,2,FY19-20,0,Unavailable,189.4861967,685
01-02-2020,2020,2,FY19-20,101,University Administration,23.3924161,160
01-02-2020,2020,2,FY19-20,110,Homewood Student Affairs,5.504750426,40
01-02-2020,2020,2,FY19-20,112,U-WIDE STUDENT AFFAIRS,1.247170234,6
01-02-2020,2020,2,FY19-20,115,Krieger School of Arts and Sciences,11.70537758,49
01-02-2020,2020,2,FY19-20,120,Whiting School of Engineering,8.297635522,69
01-02-2020,2020,2,FY19-20,125,School of Education,3.227315063,34
01-02-2020,2020,2,FY19-20,126,Carey Business School,0.232364494,2
01-02-2020,2020,2,FY19-20,135,PEABODY INSTITUTE,1.021310905,12
01-02-2020,2020,2,FY19-20,140,NITZE SCH ADV INT STUDIES-SAIS,8.798230275,24
01-02-2020,2020,2,FY19-20,141,BOLOGNA CENTER,0.910305417,4
01-02-2020,2020,2,FY19-20,160,Bloomberg School of Public Health,15.87097149,59
01-02-2020,2020,2,FY19-20,165,School of Nursing (SON),6.009653757,16
01-02-2020,2020,2,FY19-20,170,School of Medicine (SOM),71.12397594,310
01-02-2020,2020,2,FY19-20,212,CGEPI,0.149879002,2
01-02-2020,2020,2,FY19-20,215,CENTER FOR TALENTED YOUTH,21.40690595,40
01-02-2020,2020,2,FY19-20,235,JHPEIGO,38.19922743,89
01-02-2020,2020,2,FY19-20,251,JHU PRESS BOOK DIVISION,0.096016235,2
01-02-2020,2020,2,FY19-20,255,JHU PRESS MUSE,0.293556287,4
01-02-2020,2020,2,FY19-20,400,JH Bayview Medical Center,0.186828339,4
01-02-2020,2020,2,FY19-20,430,JHBMC GRANT COMPANY,0.505581424,4
01-02-2020,2020,2,FY19-20,440,JH Community Physicians,0.849574549,6
01-02-2020,2020,2,FY19-20,450,JH HEALTH SYSTEM CORPORATION,7.655130715,69
01-02-2020,2020,2,FY19-20,480,Johns Hopkins Hospital,4.615695363,25
01-02-2020,2020,2,FY19-20,520,Johns Hopkins International,6.521541716,10
01-02-2020,2020,2,FY19-20,540,JHHCG PHARMAQUIP,0.596393527,2
01-02-2020,2020,2,FY19-20,550,Johns Hopkins HealthCare,1.713623645,26
01-02-2020,2020,2,FY19-20,587,EMRS PROJECT,3.256719195,51
01-02-2020,2020,2,FY19-20,600,Suburban Hospital,0.601337453,6
01-02-2020,2020,2,FY19-20,630,Sibley Memorial Hospital,1.331457719,9
01-02-2020,2020,2,FY19-20,650,All Children’s Hospital,0.439228741,4
01-02-2020,2020,2,FY19-20,658,PEDIATRIC PHYSICIANS SERVICES,0.395774239,3
01-03-2020,2020,3,FY19-20,0,Unavailable,386.3666773,1319
01-03-2020,2020,3,FY19-20,101,University Administration,7.411722856,51
01-03-2020,2020,3,FY19-20,110,Homewood Student Affairs,10.99747995,98
01-03-2020,2020,3,FY19-20,112,U-WIDE STUDENT AFFAIRS,0.119955243,1
01-03-2020,2020,3,FY19-20,115,Krieger School of Arts and Sciences,7.933327655,43
01-03-2020,2020,3,FY19-20,120,Whiting School of Engineering,3.876344024,26
01-03-2020,2020,3,FY19-20,125,School of Education,0.679139226,5
01-03-2020,2020,3,FY19-20,126,Carey Business School,0.475007148,4
01-03-2020,2020,3,FY19-20,130,Sheridan Libraries,0.322132862,6
01-03-2020,2020,3,FY19-20,140,NITZE SCH ADV INT STUDIES-SAIS,7.348336006,28
01-03-2020,2020,3,FY19-20,160,Bloomberg School of Public Health,6.619254271,25
01-03-2020,2020,3,FY19-20,165,School of Nursing (SON),1.492694791,12
01-03-2020,2020,3,FY19-20,170,School of Medicine (SOM),24.07564349,102
01-03-2020,2020,3,FY19-20,175,JOHNS HOPKINS AT ALL CHILDRENS,0.275493158,3
01-03-2020,2020,3,FY19-20,211,HUMAN LANGUAGE TECHNOLOGY COE,0.76476461,2
01-03-2020,2020,3,FY19-20,212,CGEPI,0.77440961,8
01-03-2020,2020,3,FY19-20,215,CENTER FOR TALENTED YOUTH,1.170985972,6
01-03-2020,2020,3,FY19-20,235,JHPEIGO,17.13373539,36
01-03-2020,2020,3,FY19-20,250,JHU Press,0.298196764,1
01-03-2020,2020,3,FY19-20,400,JH Bayview Medical Center,0.345294158,6
01-03-2020,2020,3,FY19-20,440,JH Community Physicians,0.560485016,6
01-03-2020,2020,3,FY19-20,450,JH HEALTH SYSTEM CORPORATION,2.985288881,31
01-03-2020,2020,3,FY19-20,480,Johns Hopkins Hospital,2.14886113,18
01-03-2020,2020,3,FY19-20,550,Johns Hopkins HealthCare,1.0802477,14
01-03-2020,2020,3,FY19-20,555,JOHNS HOPKINS IMAGING LLC,0.387820583,6
01-03-2020,2020,3,FY19-20,587,EMRS PROJECT,1.027408406,20
01-03-2020,2020,3,FY19-20,630,Sibley Memorial Hospital,1.670415563,3
01-03-2020,2020,3,FY19-20,637,SMH FOUNDATION,0.337227754,2
01-03-2020,2020,3,FY19-20,650,All Children’s Hospital,1.333038412,16
01-03-2020,2020,3,FY19-20,658,PEDIATRIC PHYSICIANS SERVICES,1.381827149,10
01-03-2020,2020,3,FY19-20,659,WEST COAST NEONATOLOGY,0.530301051,4
01-04-2020,2020,4,FY19-20,0,Unavailable,84.86305228,380
01-04-2020,2020,4,FY19-20,101,University Administration,0.239910485,2
01-04-2020,2020,4,FY19-20,110,Homewood Student Affairs,1.146157041,6
01-04-2020,2020,4,FY19-20,120,Whiting School of Engineering,0.73106151,6
01-04-2020,2020,4,FY19-20,160,Bloomberg School of Public Health,2.78822722,7
01-04-2020,2020,4,FY19-20,165,School of Nursing (SON),0.239910485,2
01-04-2020,2020,4,FY19-20,170,School of Medicine (SOM),0.929205896,11
01-04-2020,2020,4,FY19-20,250,JHU Press,0.298196764,1
01-04-2020,2020,4,FY19-20,440,JH Community Physicians,0.215971478,2
01-04-2020,2020,4,FY19-20,450,JH HEALTH SYSTEM CORPORATION,0.242382448,3
01-04-2020,2020,4,FY19-20,550,Johns Hopkins HealthCare,0.120735862,1
01-04-2020,2020,4,FY19-20,658,PEDIATRIC PHYSICIANS SERVICES,0.552939025,4
01-04-2020,2020,4,FY19-20,659,WEST COAST NEONATOLOGY,0.741672731,6
01-05-2020,2020,5,FY19-20,0,Unavailable,94.09900566,208
01-05-2020,2020,5,FY19-20,101,University Administration,2.118547391,8
01-05-2020,2020,5,FY19-20,115,Krieger School of Arts and Sciences,0.439228741,4
01-05-2020,2020,5,FY19-20,120,Whiting School of Engineering,0.645312368,3
01-05-2020,2020,5,FY19-20,160,Bloomberg School of Public Health,1.206986622,2
01-05-2020,2020,5,FY19-20,165,School of Nursing (SON),3.709706927,14
01-05-2020,2020,5,FY19-20,170,School of Medicine (SOM),1.321561948,4
01-05-2020,2020,5,FY19-20,215,CENTER FOR TALENTED YOUTH,1.368271315,4
01-05-2020,2020,5,FY19-20,450,JH HEALTH SYSTEM CORPORATION,0.653378773,4
01-05-2020,2020,5,FY19-20,520,Johns Hopkins International,7.295656351,10
01-05-2020,2020,5,FY19-20,658,PEDIATRIC PHYSICIANS SERVICES,0.550727269,6
01-05-2020,2020,5,FY19-20,659,WEST COAST NEONATOLOGY,0.259946393,2
01-06-2020,2020,6,FY19-20,0,Unavailable,19.76338037,68
01-06-2020,2020,6,FY19-20,101,University Administration,1.202399955,7
01-06-2020,2020,6,FY19-20,110,Homewood Student Affairs,0.152481068,2
01-06-2020,2020,6,FY19-20,115,Krieger School of Arts and Sciences,0.125273813,4
01-06-2020,2020,6,FY19-20,120,Whiting School of Engineering,0.048918841,1
01-06-2020,2020,6,FY19-20,170,School of Medicine (SOM),0.778942464,5
01-06-2020,2020,6,FY19-20,255,JHU PRESS MUSE,0.766408558,2
01-06-2020,2020,6,FY19-20,450,JH HEALTH SYSTEM CORPORATION,0.871171697,8
01-06-2020,2020,6,FY19-20,520,Johns Hopkins International,7.295656351,10
01-06-2020,2020,6,FY19-20,600,Suburban Hospital,0.21961437,2
01-07-2020,2020,7,FY20-21,0,Unavailable,34.19773692,82
01-07-2020,2020,7,FY20-21,101,University Administration,3.258962515,8
01-07-2020,2020,7,FY20-21,110,Homewood Student Affairs,0.596393527,2
01-07-2020,2020,7,FY20-21,115,Krieger School of Arts and Sciences,0.239695647,2
01-07-2020,2020,7,FY20-21,140,NITZE SCH ADV INT STUDIES-SAIS,0.046590989,1
01-07-2020,2020,7,FY20-21,160,Bloomberg School of Public Health,4.962626634,6
01-07-2020,2020,7,FY20-21,170,School of Medicine (SOM),0.589367949,5
01-07-2020,2020,7,FY20-21,190,JH TECHNOLOGY VENTURES,1.361202339,4
01-07-2020,2020,7,FY20-21,211,HUMAN LANGUAGE TECHNOLOGY COE,0.756873659,2
01-07-2020,2020,7,FY20-21,520,Johns Hopkins International,6.507031976,10
01-08-2020,2020,8,FY20-21,0,Unavailable,11.98394294,24
01-08-2020,2020,8,FY20-21,101,University Administration,1.651021813,4
01-08-2020,2020,8,FY20-21,110,Homewood Student Affairs,0.596393527,2
01-08-2020,2020,8,FY20-21,115,Krieger School of Arts and Sciences,0.239695647,2
01-08-2020,2020,8,FY20-21,120,Whiting School of Engineering,0.174468525,1
01-08-2020,2020,8,FY20-21,160,Bloomberg School of Public Health,4.88029461,5
01-08-2020,2020,8,FY20-21,170,School of Medicine (SOM),1.001643308,8
01-08-2020,2020,8,FY20-21,400,JH Bayview Medical Center,0.472014772,8
01-08-2020,2020,8,FY20-21,480,Johns Hopkins Hospital,0.109807185,1
01-08-2020,2020,8,FY20-21,520,Johns Hopkins International,14.29683658,21
01-08-2020,2020,8,FY20-21,650,All Children’s Hospital,0.791548477,6
01-08-2020,2020,8,FY20-21,658,PEDIATRIC PHYSICIANS SERVICES,0.181742897,2
01-09-2020,2020,9,FY20-21,0,Unavailable,25.25009991,50
01-09-2020,2020,9,FY20-21,101,University Administration,1.266113302,3
01-09-2020,2020,9,FY20-21,120,Whiting School of Engineering,0.257084121,1
01-09-2020,2020,9,FY20-21,170,School of Medicine (SOM),0.727251953,4
01-09-2020,2020,9,FY20-21,235,JHPEIGO,3.427066635,11
01-09-2020,2020,9,FY20-21,450,JH HEALTH SYSTEM CORPORATION,0.21961437,2
01-09-2020,2020,9,FY20-21,480,Johns Hopkins Hospital,0.109807185,1
01-10-2020,2020,10,FY20-21,0,Unavailable,0.09029169,2
01-10-2020,2020,10,FY20-21,101,University Administration,0.433824185,5
01-10-2020,2020,10,FY20-21,110,Homewood Student Affairs,0.242252345,1
01-10-2020,2020,10,FY20-21,115,Krieger School of Arts and Sciences,0.939708598,7
01-10-2020,2020,10,FY20-21,120,Whiting School of Engineering,0.257084121,1
01-10-2020,2020,10,FY20-21,160,Bloomberg School of Public Health,2.291266776,8
01-10-2020,2020,10,FY20-21,170,School of Medicine (SOM),3.259103401,12
01-10-2020,2020,10,FY20-21,235,JHPEIGO,2.322240945,2
01-10-2020,2020,10,FY20-21,450,JH HEALTH SYSTEM CORPORATION,0.983060535,4
01-10-2020,2020,10,FY20-21,453,CONSOLIDATED SERVICE CENTER,0.21961437,2
01-10-2020,2020,10,FY20-21,480,Johns Hopkins Hospital,0.930545014,9
01-10-2020,2020,10,FY20-21,587,EMRS PROJECT,0.439228741,4
01-10-2020,2020,10,FY20-21,630,Sibley Memorial Hospital,0.776929825,2
01-10-2020,2020,10,FY20-21,650,All Children’s Hospital,0.469412706,4
01-11-2020,2020,11,FY20-21,0,Unavailable,10.08344537,28
01-11-2020,2020,11,FY20-21,101,University Administration,0.059126681,1
01-11-2020,2020,11,FY20-21,110,Homewood Student Affairs,0.648825157,4
01-11-2020,2020,11,FY20-21,115,Krieger School of Arts and Sciences,0.487106755,8
01-11-2020,2020,11,FY20-21,120,Whiting School of Engineering,0.940877083,3
01-11-2020,2020,11,FY20-21,140,NITZE SCH ADV INT STUDIES-SAIS,1.14254386,1
01-11-2020,2020,11,FY20-21,160,Bloomberg School of Public Health,1.61173724,4
01-11-2020,2020,11,FY20-21,165,School of Nursing (SON),1.968209844,4
01-11-2020,2020,11,FY20-21,170,School of Medicine (SOM),0.919278639,3
01-11-2020,2020,11,FY20-21,235,JHPEIGO,10.32892854,25
01-11-2020,2020,11,FY20-21,400,JH Bayview Medical Center,0.608883444,4
01-11-2020,2020,11,FY20-21,600,Suburban Hospital,1.776283417,4
01-11-2020,2020,11,FY20-21,630,Sibley Memorial Hospital,0.111628631,2
01-11-2020,2020,11,FY20-21,658,PEDIATRIC PHYSICIANS SERVICES,0.484221656,5
01-12-2020,2020,12,FY20-21,0,Unavailable,6.169813257,26
01-12-2020,2020,12,FY20-21,101,University Administration,0.663839447,4
01-12-2020,2020,12,FY20-21,110,Homewood Student Affairs,0.19359371,1
01-12-2020,2020,12,FY20-21,115,Krieger School of Arts and Sciences,0.397725788,6
