fiscalyear,school,from_full,to_full,trips,emissions
FY19-20,140,"Hong Kong, HK","Jakarta, ID",2,0.527438778
FY19-20,140,"Hong Kong, HK","Newark, NEW JERSEY, US",1,1.325186483
FY19-20,140,"Hong Kong, HK","Shanghai, CN",4,0.406442709
FY19-20,140,"Hong Kong, HK","Vancouver, CA",2,2.099979175
FY19-20,140,"Hong Kong, HK","Washington, DISTRICT OF COLUMBIA, US",5,6.698266126
FY19-20,140,"Honolulu, HAWAII, US","Chicago, ILLINOIS, US",1,0.697198347
FY19-20,140,"Honolulu, HAWAII, US","Denver, COLORADO, US",1,0.552859712
FY19-20,140,"Houston, TEXAS, US","Puebla, MX",2,0.200879495
FY19-20,140,"Houston, TEXAS, US","Washington, DISTRICT OF COLUMBIA, US",1,0.157034683
FY19-20,140,"Islamabad, PK","Istanbul, TR",1,0.40309605
FY19-20,140,"Istanbul, TR","Delhi, IN",1,0.466716837
FY19-20,140,"Istanbul, TR","Islamabad, PK",1,0.40309605
FY19-20,140,"Istanbul, TR","Ndiass, SN",1,0.541680866
FY19-20,140,"Istanbul, TR","Tbilisi, GE",2,0.218053131
FY19-20,140,"Istanbul, TR","Washington, DISTRICT OF COLUMBIA, US",2,1.715295343
FY19-20,140,"Jakarta, ID","Manila, PH",4,0.902396489
FY19-20,140,"Johannesburg, ZA","Madrid, ES",1,0.828878582
FY19-20,140,"Kigali, RW","Brussels, BE",1,0.650510224
FY19-20,140,"Krabi, TH","Bangkok, TH",1,0.052561733
FY19-20,140,"Krabi, TH","Singapore, SG",1,0.075329811
FY19-20,140,"Kyiv, UA","Paris, FR",1,0.164450571
FY19-20,140,"London, GB","Berlin, DE",1,0.076630844
FY19-20,140,"London, GB","Bologna, IT",3,0.282584368
FY19-20,140,"London, GB","Delhi, IN",3,2.064963083
FY19-20,140,"London, GB","Philadelphia, PENNSYLVANIA, US",2,1.163586394
FY19-20,140,"London, GB","Tel Aviv-Yafo, IL",2,0.580781131
FY19-20,140,"London, GB","Washington, DISTRICT OF COLUMBIA, US",10,6.034933108
FY19-20,140,"Los Angeles, CALIFORNIA, US","Amsterdam, NL",1,0.915679036
FY19-20,140,"Los Angeles, CALIFORNIA, US","Melbourne, AU",1,1.304472738
FY19-20,140,"Los Angeles, CALIFORNIA, US","San Francisco, CALIFORNIA, US",3,0.131924746
FY19-20,140,"Los Angeles, CALIFORNIA, US","Washington, DISTRICT OF COLUMBIA, US",5,1.650704518
FY19-20,140,"Lusaka, ZM","Addis Ababa, ET",1,0.237308419
FY19-20,140,"Madison, WISCONSIN, US","Chicago, ILLINOIS, US",2,0.045128491
FY19-20,140,"Manchester, GB","London, GB",1,0.03133923
FY19-20,140,"Manila, PH","Hong Kong, HK",4,0.370534198
FY19-20,140,"Manila, PH","Singapore, SG",6,1.152975445
FY19-20,140,"Melbourne, AU","Canberra, AU",1,0.061007034
FY19-20,140,"Mexico City, MX","Atlanta, GEORGIA, US",2,0.346855398
FY19-20,140,"Mexico City, MX","Washington, DISTRICT OF COLUMBIA, US",1,0.242902861
FY19-20,140,"Miami, FLORIDA, US","Puerto Plata, DO",1,0.097057062
FY19-20,140,"Miami, FLORIDA, US","Washington, DISTRICT OF COLUMBIA, US",1,0.119955243
FY19-20,140,"Minneapolis/St Paul, MINNESOTA, US","Washington, DISTRICT OF COLUMBIA, US",1,0.120865966
FY19-20,140,"Monterey/Carmel, CALIFORNIA, US","Los Angeles, CALIFORNIA, US",1,0.055574901
FY19-20,140,"Montreal, CA","Philadelphia, PENNSYLVANIA, US",1,0.0512607
FY19-20,140,"Montreal, CA","Washington, DISTRICT OF COLUMBIA, US",2,0.126720614
FY19-20,140,"Munich, DE","Prague, CZ",2,0.06852845
FY19-20,140,"Munich, DE","Tbilisi, GE",2,0.434805229
FY19-20,140,"Munich, DE","Washington, DISTRICT OF COLUMBIA, US",9,6.296978419
FY19-20,140,"New York, NEW YORK, US","Brussels, BE",1,0.601849363
FY19-20,140,"New York, NEW YORK, US","Dubai, AE",1,1.124953616
FY19-20,140,"New York, NEW YORK, US","Los Angeles, CALIFORNIA, US",2,0.812767891
FY19-20,140,"New York, NEW YORK, US","Madison, WISCONSIN, US",2,0.210767346
FY19-20,140,"New York, NEW YORK, US","Paris, FR",2,1.192848669
FY19-20,140,"New York, NEW YORK, US","Seoul, KR",1,1.133830936
FY19-20,140,"New York, NEW YORK, US","Syracuse, NEW YORK, US",1,0.041367784
FY19-20,140,"New York, NEW YORK, US","Taipei, TW",6,7.696635746
FY19-20,140,"New York, NEW YORK, US","Tokyo, JP",2,2.214726746
FY19-20,140,"New York, NEW YORK, US","Washington, DISTRICT OF COLUMBIA, US",3,0.134131904
FY19-20,140,"Newark, NEW JERSEY, US","Hong Kong, HK",3,3.975559448
FY19-20,140,"Newark, NEW JERSEY, US","Shanghai, CN",1,1.21274044
FY19-20,140,"Newark, NEW JERSEY, US","Washington, DISTRICT OF COLUMBIA, US",1,0.041367784
FY19-20,140,"Oakland, CALIFORNIA, US","Baltimore, MARYLAND, US",1,0.401616496
FY19-20,140,"Omaha, NEBRASKA, US","Denver, COLORADO, US",2,0.122557309
FY19-20,140,"Orlando, FLORIDA, US","Washington, DISTRICT OF COLUMBIA, US",1,0.099008611
FY19-20,140,"Ottawa, CA","New York, NEW YORK, US",1,0.042543779
FY19-20,140,"Ottawa, CA","Toronto, CA",1,0.047217773
FY19-20,140,"Ottawa, CA","Washington, DISTRICT OF COLUMBIA, US",1,0.058806692
FY19-20,140,"Oulu, FI","Helsinki, FI",1,0.041502953
FY19-20,140,"Paris, FR","Cincinnati, OHIO, US",2,1.363819261
FY19-20,140,"Paris, FR","Kyiv, UA",1,0.164450571
FY19-20,140,"Paris, FR","Washington, DISTRICT OF COLUMBIA, US",2,1.267483908
FY19-20,140,"Philadelphia, PENNSYLVANIA, US","Montreal, CA",1,0.0512607
FY19-20,140,"Philadelphia, PENNSYLVANIA, US","Washington, DISTRICT OF COLUMBIA, US",1,0.024862456
FY19-20,140,"Phoenix, ARIZONA, US","San Jose, CALIFORNIA, US",2,0.161588299
FY19-20,140,"Phoenix, ARIZONA, US","Washington, DISTRICT OF COLUMBIA, US",1,0.257084121
FY19-20,140,"Phuket, TH","Istanbul, TR",1,0.788273066
FY19-20,140,"Pittsburgh, PENNSYLVANIA, US","Washington, DISTRICT OF COLUMBIA, US",1,0.042621353
FY19-20,140,"Prague, CZ","Munich, DE",2,0.06852845
FY19-20,140,"Pristina, RS","Munich, DE",4,0.31224792
FY19-20,140,"Puerto Plata, DO","Miami, FLORIDA, US",1,0.097057062
FY19-20,140,"Raleigh/Durham, NORTH CAROLINA, US","Washington, DISTRICT OF COLUMBIA, US",3,0.142280104
FY19-20,140,"Reykjavik, IS","Brussels, BE",1,0.173818009
FY19-20,140,"Riga, LV","Frankfurt, DE",2,0.205563214
FY19-20,140,"Rome, IT","Bologna, IT",1,0.040532071
FY19-20,140,"Rome, IT","Washington, DISTRICT OF COLUMBIA, US",1,0.73944781
FY19-20,140,"Salt Lake City, UTAH, US","Washington, DISTRICT OF COLUMBIA, US",1,0.240430898
FY19-20,140,"San Diego, CALIFORNIA, US","Austin, TEXAS, US",1,0.151310138
FY19-20,140,"San Diego, CALIFORNIA, US","Denver, COLORADO, US",1,0.110848012
FY19-20,140,"San Diego, CALIFORNIA, US","Washington, DISTRICT OF COLUMBIA, US",1,0.292732425
FY19-20,140,"San Francisco, CALIFORNIA, US","Boston, MASSACHUSETTS, US",1,0.444030355
FY19-20,140,"San Francisco, CALIFORNIA, US","Los Angeles, CALIFORNIA, US",1,0.043974915
FY19-20,140,"San Francisco, CALIFORNIA, US","Monterey/Carmel, CALIFORNIA, US",1,0.016087471
FY19-20,140,"San Francisco, CALIFORNIA, US","Seattle, WASHINGTON, US",1,0.088340141
FY19-20,140,"San Francisco, CALIFORNIA, US","Taipei, TW",1,1.062319198
FY19-20,140,"San Francisco, CALIFORNIA, US","Washington, DISTRICT OF COLUMBIA, US",5,1.997232425
FY19-20,140,"San Jose, CALIFORNIA, US","Chicago, ILLINOIS, US",2,0.475137252
FY19-20,140,"Santa Ana, CALIFORNIA, US","Dallas, TEXAS, US",1,0.15651427
FY19-20,140,"Seattle, WASHINGTON, US","Washington, DISTRICT OF COLUMBIA, US",1,0.37843683
FY19-20,140,"Seoul, KR","Tokyo, JP",2,0.203221355
FY19-20,140,"Seoul, KR","Toronto, CA",1,1.085498864
FY19-20,140,"Seoul, KR","Ulaanbaatar, MN",1,0.159506646
FY19-20,140,"Seoul, KR","Washington, DISTRICT OF COLUMBIA, US",5,5.7127193
FY19-20,140,"Shanghai, CN","Beijing, CN",4,0.355442216
FY19-20,140,"Shanghai, CN","Tokyo, JP",1,0.145195283
FY19-20,140,"Siem Reap, KH","Singapore, SG",1,0.108376049
FY19-20,140,"Singapore, SG","Addis Ababa, ET",6,4.453455132
FY19-20,140,"Singapore, SG","Dubai, AE",1,0.597739493
FY19-20,140,"Singapore, SG","Krabi, TH",1,0.075329811
FY19-20,140,"Singapore, SG","Newark, NEW JERSEY, US",1,1.568161997
FY19-20,140,"Singapore, SG","Seoul, KR",2,0.945927679
FY19-20,140,"Sydney, AU","Dallas, TEXAS, US",1,1.411986937
FY19-20,140,"Syracuse, NEW YORK, US","New York, NEW YORK, US",3,0.128281915
FY19-20,140,"Syracuse, NEW YORK, US","Washington, DISTRICT OF COLUMBIA, US",10,0.622606036
FY19-20,140,"Taipei, TW","Cebu, PH",6,0.809502733
FY19-20,140,"Tbilisi, GE","Istanbul, TR",2,0.218053131
FY19-20,140,"Tbilisi, GE","Munich, DE",2,0.434805229
FY19-20,140,"Tel Aviv-Yafo, IL","Amman, JO",2,0.028414235
FY19-20,140,"Tel Aviv-Yafo, IL","Delhi, IN",2,0.827563423
FY19-20,140,"Tokyo, JP","Jakarta, ID",2,1.194163827
FY19-20,140,"Tokyo, JP","Singapore, SG",2,1.095526947
FY19-20,140,"Tokyo, JP","Washington, DISTRICT OF COLUMBIA, US",3,3.326528778
FY19-20,140,"Toronto, CA","Montreal, CA",1,0.03981161
FY19-20,140,"Toronto, CA","Ottawa, CA",1,0.047217773
FY19-20,140,"Toronto, CA","Vancouver, CA",4,1.082979869
FY19-20,140,"Toronto, CA","Washington, DISTRICT OF COLUMBIA, US",7,0.323566907
FY19-20,140,"Tucson, ARIZONA, US","Phoenix, ARIZONA, US",1,0.022982102
FY19-20,140,"Ulaanbaatar, MN","Seoul, KR",1,0.159506646
FY19-20,140,"Vancouver, CA","Calgary, CA",2,0.110848012
FY19-20,140,"Vancouver, CA","Chicago, ILLINOIS, US",2,0.458223823
FY19-20,140,"Vancouver, CA","Hong Kong, HK",2,2.099979175
FY19-20,140,"Vancouver, CA","Minneapolis/St Paul, MINNESOTA, US",1,0.186438029
FY19-20,140,"Warsaw, PL","Copenhagen, DK",1,0.053862766
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Accra, GH",1,0.87096365
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Addis Ababa, ET",2,2.364654803
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Amsterdam, NL",2,1.269456646
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Atlanta, GEORGIA, US",4,0.281283335
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Barcelona, ES",1,0.666292124
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Boston, MASSACHUSETTS, US",34,1.764981368
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Brussels, BE",1,0.638673798
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Chicago, ILLINOIS, US",2,0.157424993
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Columbus, OHIO, US",1,0.041893263
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Copenhagen, DK",1,0.668593652
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Dallas, TEXAS, US",2,0.309906061
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Delhi, IN",1,1.232961
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Denver, COLORADO, US",2,0.37729957
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Detroit, MICHIGAN, US",2,0.105383673
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Dubai, AE",3,3.483361417
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Frankfurt, DE",9,6.027699737
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Hong Kong, HK",3,4.018959676
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Honolulu, HAWAII, US",1,0.791232172
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Houston, TEXAS, US",3,0.466680537
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Istanbul, TR",2,1.715295343
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","London, GB",9,5.431439797
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Los Angeles, CALIFORNIA, US",4,1.353418478
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Mexico City, MX",1,0.242902861
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Miami, FLORIDA, US",1,0.119955243
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Montreal, CA",4,0.253961642
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Munich, DE",5,3.498321344
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","New York, NEW YORK, US",6,0.267428096
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Newark, NEW JERSEY, US",4,0.171321124
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Orlando, FLORIDA, US",1,0.099008611
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Ottawa, CA",1,0.058806692
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Philadelphia, PENNSYLVANIA, US",1,0.024862456
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Phoenix, ARIZONA, US",2,0.514168242
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Pittsburgh, PENNSYLVANIA, US",1,0.042621353
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Providence, RHODE ISLAND, US",1,0.046316775
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Raleigh/Durham, NORTH CAROLINA, US",2,0.094853403
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Reykjavik, IS",1,0.459483466
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Rome, IT",1,0.73944781
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","San Francisco, CALIFORNIA, US",6,2.401972423
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Seoul, KR",2,2.28508772
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Syracuse, NEW YORK, US",12,0.747127243
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Tokyo, JP",2,2.217685852
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Toronto, CA",6,0.274257756
FY19-20,140,"Washington, DISTRICT OF COLUMBIA, US","Zurich, CH",1,0.68223842
FY19-20,140,"Windhoek, NA","Johannesburg, ZA",1,0.094194789
FY19-20,140,"Zurich, CH","Hamburg, DE",1,0.056074522
FY19-20,141,"Bologna, IT","Frankfurt, DE",5,0.260857117
FY19-20,141,"Bologna, IT","London, GB",2,0.188389578
FY19-20,141,"Bologna, IT","Munich, DE",1,0.055365973
FY19-20,141,"Frankfurt, DE","Austin, TEXAS, US",4,3.487800077
FY19-20,141,"Frankfurt, DE","Bologna, IT",6,0.31302854
FY19-20,141,"Frankfurt, DE","Washington, DISTRICT OF COLUMBIA, US",1,0.669744415
FY19-20,141,"London, GB","Bologna, IT",2,0.188389578
FY19-20,141,"London, GB","Washington, DISTRICT OF COLUMBIA, US",1,0.603493311
FY19-20,141,"Montreal, CA","Washington, DISTRICT OF COLUMBIA, US",1,0.063360307
FY19-20,141,"Munich, DE","Washington, DISTRICT OF COLUMBIA, US",1,0.699664269
FY19-20,141,"Phoenix, ARIZONA, US","Washington, DISTRICT OF COLUMBIA, US",3,0.771252362
FY19-20,141,"Washington, DISTRICT OF COLUMBIA, US","Frankfurt, DE",6,4.018466491
FY19-20,141,"Washington, DISTRICT OF COLUMBIA, US","London, GB",1,0.603493311
FY19-20,142,"Atlanta, GEORGIA, US","Baltimore, MARYLAND, US",1,0.074939501
FY19-20,142,"Boston, MASSACHUSETTS, US","Washington, DISTRICT OF COLUMBIA, US",1,0.051911217
FY19-20,142,"Chicago, ILLINOIS, US","Springfield, MISSOURI, US",1,0.056985245
FY19-20,142,"Chicago, ILLINOIS, US","Washington, DISTRICT OF COLUMBIA, US",2,0.158986233
FY19-20,142,"Cleveland, OHIO, US","Washington, DISTRICT OF COLUMBIA, US",2,0.080403839
FY19-20,142,"Delhi, IN","Jaipur, IN",2,0.060171322
FY19-20,142,"Delhi, IN","Seoul, KR",2,0.951188313
FY19-20,142,"Delhi, IN","Washington, DISTRICT OF COLUMBIA, US",1,1.232961
FY19-20,142,"Dubai, AE","Delhi, IN",1,0.176680281
FY19-20,142,"Dubai, AE","Hong Kong, HK",1,0.605301654
FY19-20,142,"Guangzhou, CN","Delhi, IN",2,0.590668982
FY19-20,142,"Hong Kong, HK","Seoul, KR",1,0.167442947
FY19-20,142,"Jaipur, IN","Delhi, IN",2,0.060171322
FY19-20,142,"Kansas City, MISSOURI, US","San Francisco, CALIFORNIA, US",3,0.58429392
FY19-20,142,"London, GB","Shanghai, CN",1,0.94494131
FY19-20,142,"Los Angeles, CALIFORNIA, US","Kansas City, MISSOURI, US",2,0.354401389
FY19-20,142,"Los Angeles, CALIFORNIA, US","Minneapolis/St Paul, MINNESOTA, US",3,0.598735387
FY19-20,142,"Los Angeles, CALIFORNIA, US","Nanjing, CN",2,2.161134041
FY19-20,142,"Minneapolis/St Paul, MINNESOTA, US","Chicago, ILLINOIS, US",2,0.086909004
FY19-20,142,"Minneapolis/St Paul, MINNESOTA, US","Los Angeles, CALIFORNIA, US",2,0.399156924
FY19-20,142,"Nanjing, CN","Guangzhou, CN",2,0.174338422
FY19-20,142,"Nanjing, CN","Los Angeles, CALIFORNIA, US",5,5.402835102
FY19-20,142,"Seoul, KR","Atlanta, GEORGIA, US",1,1.174600846
FY19-20,142,"Seoul, KR","Nanjing, CN",2,0.152220861
FY19-20,142,"Shanghai, CN","London, GB",1,0.94494131
FY19-20,142,"Shanghai, CN","Nanjing, CN",3,0.111567659
FY19-20,142,"Springfield, MISSOURI, US","Chicago, ILLINOIS, US",1,0.056985245
FY19-20,142,"Washington, DISTRICT OF COLUMBIA, US","Abu Dhabi, AE",1,1.164408368
FY19-20,142,"Washington, DISTRICT OF COLUMBIA, US","Buffalo, NEW YORK, US",1,0.061842747
FY19-20,142,"Washington, DISTRICT OF COLUMBIA, US","Detroit, MICHIGAN, US",2,0.105383673
FY19-20,142,"Washington, DISTRICT OF COLUMBIA, US","Dubai, AE",1,1.161120472
FY19-20,142,"Washington, DISTRICT OF COLUMBIA, US","Minneapolis/St Paul, MINNESOTA, US",2,0.241731931
FY19-20,160,"Abu Dhabi, AE","Bangkok, TH",2,1.015631074
FY19-20,160,"Abu Dhabi, AE","Nairobi, KE",2,0.557102331
FY19-20,160,"Abuja, NG","Frankfurt, DE",2,0.933104885
FY19-20,160,"Accra, GH","Kumasi, GH",1,0.025907097
FY19-20,160,"Accra, GH","New York, NEW YORK, US",1,0.840715007
FY19-20,160,"Addis Ababa, ET","Brussels, BE",2,1.149119652
FY19-20,160,"Addis Ababa, ET","Istanbul, TR",1,0.380902752
FY19-20,160,"Addis Ababa, ET","Nairobi, KE",1,0.094064686
FY19-20,160,"Addis Ababa, ET","Washington, DISTRICT OF COLUMBIA, US",1,1.182327402
FY19-20,160,"Albany, NEW YORK, US","Baltimore, MARYLAND, US",8,0.481370573
FY19-20,160,"Amsterdam, NL","Entebbe, UG",1,0.650017039
FY19-20,160,"Amsterdam, NL","Washington, DISTRICT OF COLUMBIA, US",1,0.634728323
FY19-20,160,"Anguilla, AI","San Juan, PR",2,0.081064142
FY19-20,160,"Antananarivo, MG","Paris, FR",3,2.68341632
FY19-20,160,"Atlanta, GEORGIA, US","Baltimore, MARYLAND, US",3,0.224818502
FY19-20,160,"Atlanta, GEORGIA, US","Charlotte, NORTH CAROLINA, US",2,0.094435546
FY19-20,160,"Atlanta, GEORGIA, US","Jackson, MISSISSIPPI, US",1,0.044235122
FY19-20,160,"Atlanta, GEORGIA, US","Savannah, GEORGIA, US",1,0.044710635
FY19-20,160,"Baltimore, MARYLAND, US","Albany, NEW YORK, US",8,0.481370573
FY19-20,160,"Baltimore, MARYLAND, US","Atlanta, GEORGIA, US",3,0.224818502
FY19-20,160,"Baltimore, MARYLAND, US","Birmingham, ALABAMA, US",2,0.177460901
FY19-20,160,"Baltimore, MARYLAND, US","Boston, MASSACHUSETTS, US",5,0.240040588
FY19-20,160,"Baltimore, MARYLAND, US","Charleston, SOUTH CAROLINA, US",2,0.123077722
FY19-20,160,"Baltimore, MARYLAND, US","Charlotte, NORTH CAROLINA, US",7,0.328771039
FY19-20,160,"Baltimore, MARYLAND, US","Chicago, ILLINOIS, US",4,0.319793911
FY19-20,160,"Baltimore, MARYLAND, US","Dallas, TEXAS, US",2,0.315110193
FY19-20,160,"Baltimore, MARYLAND, US","Denver, COLORADO, US",5,0.967968552
FY19-20,160,"Baltimore, MARYLAND, US","Detroit, MICHIGAN, US",4,0.212328586
FY19-20,160,"Baltimore, MARYLAND, US","Houston, TEXAS, US",3,0.483463863
FY19-20,160,"Baltimore, MARYLAND, US","Las Vegas, NEVADA, US",1,0.27360724
FY19-20,160,"Baltimore, MARYLAND, US","London, GB",4,2.385697338
FY19-20,160,"Baltimore, MARYLAND, US","Los Angeles, CALIFORNIA, US",3,1.147146914
FY19-20,160,"Baltimore, MARYLAND, US","Miami, FLORIDA, US",1,0.123468032
FY19-20,160,"Baltimore, MARYLAND, US","Minneapolis/St Paul, MINNESOTA, US",6,0.729879513
FY19-20,160,"Baltimore, MARYLAND, US","New Orleans, LOUISIANA, US",4,0.519892787
FY19-20,160,"Baltimore, MARYLAND, US","New York, NEW YORK, US",1,0.038233861
FY19-20,160,"Baltimore, MARYLAND, US","Phoenix, ARIZONA, US",1,0.259686187
FY19-20,160,"Baltimore, MARYLAND, US","Raleigh/Durham, NORTH CAROLINA, US",5,0.266383455
FY19-20,160,"Baltimore, MARYLAND, US","Salt Lake City, UTAH, US",1,0.242252345
FY19-20,160,"Baltimore, MARYLAND, US","San Diego, CALIFORNIA, US",1,0.298196764
FY19-20,160,"Baltimore, MARYLAND, US","San Francisco, CALIFORNIA, US",4,1.613699357
FY19-20,160,"Baltimore, MARYLAND, US","San Jose, CALIFORNIA, US",2,0.800602676
FY19-20,160,"Baltimore, MARYLAND, US","Seattle, WASHINGTON, US",2,0.766408558
FY19-20,160,"Baltimore, MARYLAND, US","Tampa, FLORIDA, US",1,0.109807185
FY19-20,160,"Baltimore, MARYLAND, US","Toronto, CA",1,0.045145845
FY19-20,160,"Bangkok, TH","Seoul, KR",2,0.593531255
FY19-20,160,"Basel/Mulhouse, CH","London, GB",1,0.058156175
FY19-20,160,"Beijing, CN","Nanjing, CN",2,0.153521894
FY19-20,160,"Beijing, CN","Washington, DISTRICT OF COLUMBIA, US",2,2.272593715
FY19-20,160,"Beijing, CN","Yantai, CN",1,0.060589178
FY19-20,160,"Birmingham, ALABAMA, US","Orlando, FLORIDA, US",1,0.062319481
FY19-20,160,"Birmingham, ALABAMA, US","Washington, DISTRICT OF COLUMBIA, US",1,0.084957455
FY19-20,160,"Bogota, CO","Santa Marta, CO",1,0.057635762
FY19-20,160,"Boise, IDAHO, US","Chicago, ILLINOIS, US",2,0.373396471
FY19-20,160,"Boston, MASSACHUSETTS, US","Baltimore, MARYLAND, US",5,0.240040588
FY19-20,160,"Boston, MASSACHUSETTS, US","Newark, NEW JERSEY, US",1,0.04178564
FY19-20,160,"Boston, MASSACHUSETTS, US","Washington, DISTRICT OF COLUMBIA, US",2,0.107205119
FY19-20,160,"Brussels, BE","Freetown, SL",1,0.508637511
FY19-20,160,"Brussels, BE","Kigali, RW",1,0.650510224
FY19-20,160,"Brussels, BE","Montreal, CA",2,1.135639278
FY19-20,160,"Brussels, BE","Washington, DISTRICT OF COLUMBIA, US",5,3.19336899
FY19-20,160,"Busan, KR","Seoul, KR",1,0.043874922
FY19-20,160,"Charleston, SOUTH CAROLINA, US","Baltimore, MARYLAND, US",2,0.123077722
FY19-20,160,"Charlotte, NORTH CAROLINA, US","Baltimore, MARYLAND, US",5,0.234836456
FY19-20,160,"Charlotte, NORTH CAROLINA, US","Erie, PENNSYLVANIA, US",2,0.123858342
FY19-20,160,"Charlotte, NORTH CAROLINA, US","Greenville/Spartanburg, SOUTH CAROLINA, US",2,0.03133923
FY19-20,160,"Charlotte, NORTH CAROLINA, US","Gulfport/Biloxi, MISSISSIPPI, US",2,0.150139208
FY19-20,160,"Charlotte, NORTH CAROLINA, US","Huntsville, ALABAMA, US",1,0.043324399
FY19-20,160,"Chicago, ILLINOIS, US","Baltimore, MARYLAND, US",12,0.965106279
FY19-20,160,"Chicago, ILLINOIS, US","Dubuque, IOWA, US",1,0.030503517
FY19-20,160,"Chicago, ILLINOIS, US","Duluth, MINNESOTA, US",1,0.05165101
FY19-20,160,"Chicago, ILLINOIS, US","Kansas City, MISSOURI, US",1,0.052561733
FY19-20,160,"Chicago, ILLINOIS, US","Little Rock, ARKANSAS, US",1,0.071947125
FY19-20,160,"Chicago, ILLINOIS, US","Washington, DISTRICT OF COLUMBIA, US",3,0.238479349
FY19-20,160,"Conakry, GN","Paris, FR",4,1.895800834
FY19-20,160,"Dalian, CN","Beijing, CN",1,0.057455255
FY19-20,160,"Dallas, TEXAS, US","Baltimore, MARYLAND, US",3,0.473185702
FY19-20,160,"Dallas, TEXAS, US","Boise, IDAHO, US",1,0.165491398
FY19-20,160,"Dallas, TEXAS, US","Fayetteville/Springdale, ARKANSAS, US",1,0.058499896
FY19-20,160,"Dallas, TEXAS, US","Washington, DISTRICT OF COLUMBIA, US",2,0.304441722
FY19-20,160,"Dar es Salaam, TZ","Zurich, CH",1,0.690293765
FY19-20,160,"Delhi, IN","Dubai, AE",1,0.176680281
FY19-20,160,"Delhi, IN","Newark, NEW JERSEY, US",1,1.202876752
FY19-20,160,"Denver, COLORADO, US","Baltimore, MARYLAND, US",4,0.774374842
FY19-20,160,"Denver, COLORADO, US","Grand Canyon, ARIZONA, US",1,0.06544196
FY19-20,160,"Denver, COLORADO, US","Sacramento, CALIFORNIA, US",1,0.118133796
FY19-20,160,"Detroit, MICHIGAN, US","Baltimore, MARYLAND, US",2,0.106164293
FY19-20,160,"Detroit, MICHIGAN, US","Rochester, NEW YORK, US",1,0.061633819
FY19-20,160,"Detroit, MICHIGAN, US","Seoul, KR",1,1.08944434
FY19-20,160,"Detroit, MICHIGAN, US","Tokyo, JP",1,1.050318377
FY19-20,160,"Detroit, MICHIGAN, US","Wausau, WISCONSIN, US",2,0.094454996
FY19-20,160,"Dhaka, BD","Istanbul, TR",1,0.609575918
FY19-20,160,"Dubai, AE","Delhi, IN",1,0.176680281
FY19-20,160,"Dubai, AE","Washington, DISTRICT OF COLUMBIA, US",1,1.161120472
FY19-20,160,"Dublin, IE","Washington, DISTRICT OF COLUMBIA, US",1,0.55861353
FY19-20,160,"Dubuque, IOWA, US","Chicago, ILLINOIS, US",1,0.030503517
FY19-20,160,"Entebbe, UG","Amsterdam, NL",1,0.650017039
FY19-20,160,"Entebbe, UG","Brussels, BE",1,0.637851824
