fiscalyear,school,from_full,to_full,total_trips,total_emissions
FY23-24,170.0,"San Antonio, TEXAS, US","Tampa, FLORIDA, US",1,188.99834265
FY23-24,170.0,"San Antonio, TEXAS, US","Washington, DISTRICT OF COLUMBIA, US",10,2404.0850454
FY23-24,170.0,"San Diego, CALIFORNIA, US","Atlanta, GEORGIA, US",13,4337.2595396
FY23-24,170.0,"San Diego, CALIFORNIA, US","Austin, TEXAS, US",1,205.3820999
FY23-24,170.0,"San Diego, CALIFORNIA, US","Baltimore, MARYLAND, US",171,69212.17555857
FY23-24,170.0,"San Diego, CALIFORNIA, US","Charlotte, NORTH CAROLINA, US",4,1465.44816156
FY23-24,170.0,"San Diego, CALIFORNIA, US","Chicago, ILLINOIS, US",7,2129.18083931
FY23-24,170.0,"San Diego, CALIFORNIA, US","Dallas, TEXAS, US",4,825.7740244
FY23-24,170.0,"San Diego, CALIFORNIA, US","Denver, COLORADO, US",8,1327.86451672
FY23-24,170.0,"San Diego, CALIFORNIA, US","Detroit, MICHIGAN, US",2,690.26783274
FY23-24,170.0,"San Diego, CALIFORNIA, US","Honolulu, HAWAII, US",5,2306.78947695
FY23-24,170.0,"San Diego, CALIFORNIA, US","Houston, TEXAS, US",7,1617.40614936
FY23-24,170.0,"San Diego, CALIFORNIA, US","Las Vegas, NEVADA, US",1,62.0242239
FY23-24,170.0,"San Diego, CALIFORNIA, US","Los Angeles, CALIFORNIA, US",5,131.0201629
FY23-24,170.0,"San Diego, CALIFORNIA, US","Minneapolis/St Paul, MINNESOTA, US",2,540.96336046
FY23-24,170.0,"San Diego, CALIFORNIA, US","New York, NEW YORK, US",1,431.46162073
FY23-24,170.0,"San Diego, CALIFORNIA, US","Orlando, FLORIDA, US",4,1516.39565924
FY23-24,170.0,"San Diego, CALIFORNIA, US","Philadelphia, PENNSYLVANIA, US",2,836.03428436
FY23-24,170.0,"San Diego, CALIFORNIA, US","Phoenix, ARIZONA, US",2,145.68480498
FY23-24,170.0,"San Diego, CALIFORNIA, US","Portland, OREGON, US",1,181.97673239
FY23-24,170.0,"San Diego, CALIFORNIA, US","Salt Lake City, UTAH, US",4,488.39200204
FY23-24,170.0,"San Diego, CALIFORNIA, US","San Francisco, CALIFORNIA, US",2,174.36998796
FY23-24,170.0,"San Diego, CALIFORNIA, US","San Jose, CALIFORNIA, US",1,81.13860737
FY23-24,170.0,"San Diego, CALIFORNIA, US","Santa Rosa, CALIFORNIA, US",1,99.08272246
FY23-24,170.0,"San Diego, CALIFORNIA, US","Seattle, WASHINGTON, US",1,185.74608518
FY23-24,170.0,"San Diego, CALIFORNIA, US","St Louis, MISSOURI, US",2,549.45461008
FY23-24,170.0,"San Diego, CALIFORNIA, US","Washington, DISTRICT OF COLUMBIA, US",28,11129.020919049999
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Atlanta, GEORGIA, US",11,4150.62894917
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Baltimore, MARYLAND, US",82,35539.41763138
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Boston, MASSACHUSETTS, US",2,953.85037268
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Brisbane, AU",2,2499.2578014
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Charlotte, NORTH CAROLINA, US",7,2835.72356711
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Chicago, ILLINOIS, US",5,1629.78922172
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Dallas, TEXAS, US",3,775.35722988
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Denver, COLORADO, US",11,2070.3998010299997
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Detroit, MICHIGAN, US",8,2933.72673968
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Doha, QA",1,1427.23753834
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Fort Lauderdale, FLORIDA, US",1,456.05086438
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Hong Kong, HK",3,3666.6277215299997
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Honolulu, HAWAII, US",1,423.32417318
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Houston, TEXAS, US",1,288.70248668
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Indianapolis, INDIANA, US",1,342.83420294
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Las Vegas, NEVADA, US",1,80.55347318
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Lihue, HAWAII, US",1,431.81542279
FY23-24,170.0,"San Francisco, CALIFORNIA, US","London, GB",2,1892.84105854
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Los Angeles, CALIFORNIA, US",5,328.65036879999997
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Medford, OREGON, US",1,64.16971592
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Melbourne, AU",3,4169.20355772
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Minneapolis/St Paul, MINNESOTA, US",4,1121.55255244
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Monterey/Carmel, CALIFORNIA, US",2,37.02221116
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Newark, NEW JERSEY, US",5,2262.56421855
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Osaka, JP",5,4772.78988405
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Phoenix, ARIZONA, US",1,126.77907401
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Portland, OREGON, US",1,107.27460109
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Reno, NEVADA, US",2,92.31512394
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Salt Lake City, UTAH, US",8,933.09398472
FY23-24,170.0,"San Francisco, CALIFORNIA, US","San Antonio, TEXAS, US",2,523.27325712
FY23-24,170.0,"San Francisco, CALIFORNIA, US","San Diego, CALIFORNIA, US",5,435.9249699
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Seoul, KR",7,6984.05280286
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Shanghai, CN",1,1084.75713747
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Singapore, SG",10,14916.2951454
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Taipei, TW",9,10270.69710444
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Tokyo, JP",3,2723.56831188
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Vancouver, CA",2,312.0715668
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Washington, DISTRICT OF COLUMBIA, US",56,23910.651293
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Wuhan, CN",4,4571.12270584
FY23-24,170.0,"San Francisco, CALIFORNIA, US","Zurich, CH",1,1029.91781708
FY23-24,170.0,"San Jose Cabo, MX","Chicago, ILLINOIS, US",1,319.48326652
FY23-24,170.0,"San Jose Cabo, MX","Houston, TEXAS, US",4,709.37314436
FY23-24,170.0,"San Jose, CALIFORNIA, US","Atlanta, GEORGIA, US",2,746.16855934
FY23-24,170.0,"San Jose, CALIFORNIA, US","Chicago, ILLINOIS, US",1,323.90579235
FY23-24,170.0,"San Jose, CALIFORNIA, US","Honolulu, HAWAII, US",1,426.68529282
FY23-24,170.0,"San Jose, CALIFORNIA, US","Las Vegas, NEVADA, US",1,75.09222076
FY23-24,170.0,"San Jose, CALIFORNIA, US","Phoenix, ARIZONA, US",1,120.92773214
FY23-24,170.0,"San Jose, CALIFORNIA, US","Portland, OREGON, US",2,221.96090188
FY23-24,170.0,"San Jose, CALIFORNIA, US","San Diego, CALIFORNIA, US",1,81.13860737
FY23-24,170.0,"San Jose, CALIFORNIA, US","Seattle, WASHINGTON, US",4,543.00452624
FY23-24,170.0,"San Jose, CR","Houston, TEXAS, US",2,550.1622142
FY23-24,170.0,"San Juan, PR","Atlanta, GEORGIA, US",2,546.9779956
FY23-24,170.0,"San Juan, PR","Baltimore, MARYLAND, US",20,5544.0783902
FY23-24,170.0,"San Juan, PR","Charlotte, NORTH CAROLINA, US",1,260.92902442
FY23-24,170.0,"San Juan, PR","Chicago, ILLINOIS, US",1,366.53894143
FY23-24,170.0,"San Juan, PR","Newark, NEW JERSEY, US",2,569.6213279
FY23-24,170.0,"San Juan, PR","Orlando, FLORIDA, US",1,210.15842781
FY23-24,170.0,"San Juan, PR","Raleigh/Durham, NORTH CAROLINA, US",1,253.67608205
FY23-24,170.0,"San Juan, PR","Washington, DISTRICT OF COLUMBIA, US",2,556.53065142
FY23-24,170.0,"Santa Ana, CALIFORNIA, US","Atlanta, GEORGIA, US",5,1692.0583855
FY23-24,170.0,"Santa Ana, CALIFORNIA, US","Austin, TEXAS, US",3,639.49723614
FY23-24,170.0,"Santa Ana, CALIFORNIA, US","Dallas, TEXAS, US",2,426.86219385000004
FY23-24,170.0,"Santa Ana, CALIFORNIA, US","Denver, COLORADO, US",8,1316.94201192
FY23-24,170.0,"Santa Ana, CALIFORNIA, US","Houston, TEXAS, US",2,474.80237394
FY23-24,170.0,"Santa Ana, CALIFORNIA, US","Minneapolis/St Paul, MINNESOTA, US",1,268.53576887
FY23-24,170.0,"Santa Ana, CALIFORNIA, US","Oakland, CALIFORNIA, US",1,72.16654982
FY23-24,170.0,"Santa Ana, CALIFORNIA, US","San Francisco, CALIFORNIA, US",1,72.55663928
FY23-24,170.0,"Santa Barbara, CALIFORNIA, US","Las Vegas, NEVADA, US",1,68.99593899
FY23-24,170.0,"Santa Barbara, CALIFORNIA, US","San Francisco, CALIFORNIA, US",1,62.98583978
FY23-24,170.0,"Santa Fe, NEW MEXICO, US","Denver, COLORADO, US",4,291.36960996
FY23-24,170.0,"Santo Domingo, DO","Newark, NEW JERSEY, US",1,275.96561227
FY23-24,170.0,"Sao Paulo, BR","Houston, TEXAS, US",1,868.23027246
FY23-24,170.0,"Sao Paulo, BR","Johannesburg, ZA",1,817.10587377
FY23-24,170.0,"Sao Paulo, BR","Manaus, BR",1,296.13233009
FY23-24,170.0,"Sao Paulo, BR","Miami, FLORIDA, US",1,721.93311775
FY23-24,170.0,"Sao Paulo, BR","Rio de Janeiro, BR",5,260.11709405
FY23-24,170.0,"Sao Paulo, BR","Washington, DISTRICT OF COLUMBIA, US",5,4200.51504065
FY23-24,170.0,"Sapporo, JP","Tokyo, JP",6,576.16213019
FY23-24,170.0,"Sarasota/Bradenton, FLORIDA, US","Baltimore, MARYLAND, US",22,3776.06595828
FY23-24,170.0,"Savannah, GEORGIA, US","Atlanta, GEORGIA, US",2,102.89289856
FY23-24,170.0,"Savannah, GEORGIA, US","Baltimore, MARYLAND, US",9,961.9606046700001
FY23-24,170.0,"Savannah, GEORGIA, US","Chicago, ILLINOIS, US",1,150.76957571
FY23-24,170.0,"Seattle, WASHINGTON, US","Anchorage, ALASKA, US",4,1021.78036956
FY23-24,170.0,"Seattle, WASHINGTON, US","Atlanta, GEORGIA, US",6,2309.6198934599997
FY23-24,170.0,"Seattle, WASHINGTON, US","Baltimore, MARYLAND, US",89,36636.73474233
FY23-24,170.0,"Seattle, WASHINGTON, US","Boston, MASSACHUSETTS, US",2,879.90574066
FY23-24,170.0,"Seattle, WASHINGTON, US","Charlotte, NORTH CAROLINA, US",2,803.83829626
FY23-24,170.0,"Seattle, WASHINGTON, US","Chicago, ILLINOIS, US",17,5159.14174119
FY23-24,170.0,"Seattle, WASHINGTON, US","Denver, COLORADO, US",23,4154.16696983
FY23-24,170.0,"Seattle, WASHINGTON, US","Detroit, MICHIGAN, US",12,4075.7998120800003
FY23-24,170.0,"Seattle, WASHINGTON, US","Kona, HAWAII, US",1,475.156176
FY23-24,170.0,"Seattle, WASHINGTON, US","London, GB",1,845.94074223
FY23-24,170.0,"Seattle, WASHINGTON, US","Los Angeles, CALIFORNIA, US",1,186.07267171
FY23-24,170.0,"Seattle, WASHINGTON, US","Minneapolis/St Paul, MINNESOTA, US",4,985.69255872
FY23-24,170.0,"Seattle, WASHINGTON, US","Oakland, CALIFORNIA, US",1,130.87501333
FY23-24,170.0,"Seattle, WASHINGTON, US","Paris, FR",3,2652.4540964099997
FY23-24,170.0,"Seattle, WASHINGTON, US","Phoenix, ARIZONA, US",2,391.30508612
FY23-24,170.0,"Seattle, WASHINGTON, US","Portland, OREGON, US",1,31.01211195
FY23-24,170.0,"Seattle, WASHINGTON, US","Pullman/Moscow, WASHINGTON, US",1,59.86058818
FY23-24,170.0,"Seattle, WASHINGTON, US","Salt Lake City, UTAH, US",3,401.98718700000006
FY23-24,170.0,"Seattle, WASHINGTON, US","San Francisco, CALIFORNIA, US",2,264.48065286
FY23-24,170.0,"Seattle, WASHINGTON, US","Vancouver, CA",3,91.59391203
FY23-24,170.0,"Seattle, WASHINGTON, US","Washington, DISTRICT OF COLUMBIA, US",13,5288.81019877
FY23-24,170.0,"Seattle, WASHINGTON, US","Yakima, WASHINGTON, US",2,49.52321754
FY23-24,170.0,"Seoul, KR","Atlanta, GEORGIA, US",13,16401.55622274
FY23-24,170.0,"Seoul, KR","Barcelona, ES",1,1053.79945661
FY23-24,170.0,"Seoul, KR","Busan, KR",6,302.90900046
FY23-24,170.0,"Seoul, KR","Chicago, ILLINOIS, US",1,1155.34064984
FY23-24,170.0,"Seoul, KR","Fuzhou, CN",4,693.57905724
FY23-24,170.0,"Seoul, KR","Hanoi, VN",1,294.71712182
FY23-24,170.0,"Seoul, KR","Hong Kong, HK",1,227.31782806
FY23-24,170.0,"Seoul, KR","Istanbul, TR",2,1740.35236766
FY23-24,170.0,"Seoul, KR","Jeju, KR",1,67.07270724
FY23-24,170.0,"Seoul, KR","Manila, PH",1,286.40277325
FY23-24,170.0,"Seoul, KR","Minneapolis/St Paul, MINNESOTA, US",3,3305.2189100699998
FY23-24,170.0,"Seoul, KR","Munich, DE",1,933.50675382
FY23-24,170.0,"Seoul, KR","New York, NEW YORK, US",3,3653.8908471
FY23-24,170.0,"Seoul, KR","San Francisco, CALIFORNIA, US",5,4988.6091449000005
FY23-24,170.0,"Seoul, KR","Sapporo, JP",4,688.1178048
FY23-24,170.0,"Seoul, KR","Singapore, SG",3,1524.17930469
FY23-24,170.0,"Seoul, KR","Toronto, CA",1,1166.13161288
FY23-24,170.0,"Seoul, KR","Ulaanbaatar, MN",1,214.93475571
FY23-24,170.0,"Seoul, KR","Washington, DISTRICT OF COLUMBIA, US",24,29451.89926656
FY23-24,170.0,"Shanghai, CN","Dubai, AE",1,708.31173817
FY23-24,170.0,"Shanghai, CN","Fuzhou, CN",1,73.53186293
FY23-24,170.0,"Shanghai, CN","Hong Kong, HK",1,151.93984409
FY23-24,170.0,"Shanghai, CN","San Francisco, CALIFORNIA, US",1,1084.75713747
FY23-24,170.0,"Shanghai, CN","Seattle, WASHINGTON, US",1,1009.22039616
FY23-24,170.0,"Shanghai, CN","Seoul, KR",4,397.89124768
FY23-24,170.0,"Shanghai, CN","Tokyo, JP",3,584.83481678
FY23-24,170.0,"Shreveport, LOUISIANA, US","Houston, TEXAS, US",2,92.31512394
FY23-24,170.0,"Singapore, SG","Abu Dhabi, AE",1,646.39637644
FY23-24,170.0,"Singapore, SG","Delhi, IN",1,456.75846852
FY23-24,170.0,"Singapore, SG","Denpasar-Bali, ID",1,183.62327278
FY23-24,170.0,"Singapore, SG","Doha, QA",8,5452.79745688
FY23-24,170.0,"Singapore, SG","Dubai, AE",4,2567.8954024
FY23-24,170.0,"Singapore, SG","Hangzhou, CN",4,1603.43096772
FY23-24,170.0,"Singapore, SG","Hong Kong, HK",1,281.62644534
FY23-24,170.0,"Singapore, SG","Istanbul, TR",7,6671.99937978
FY23-24,170.0,"Singapore, SG","Kuala Lumpur, MY",1,43.99392626
FY23-24,170.0,"Singapore, SG","London, GB",1,1195.32028341
FY23-24,170.0,"Singapore, SG","Newark, NEW JERSEY, US",1,1684.45164106
FY23-24,170.0,"Singapore, SG","San Francisco, CALIFORNIA, US",7,10441.40660178
FY23-24,170.0,"Singapore, SG","Seoul, KR",3,1524.17930469
FY23-24,170.0,"Singapore, SG","Tokyo, JP",5,2916.39043841
FY23-24,170.0,"Spokane, WASHINGTON, US","Chicago, ILLINOIS, US",1,264.11324303
FY23-24,170.0,"Spokane, WASHINGTON, US","Denver, COLORADO, US",1,162.47225947
FY23-24,170.0,"Spokane, WASHINGTON, US","Minneapolis/St Paul, MINNESOTA, US",1,207.15111024
FY23-24,170.0,"St Louis, MISSOURI, US","Baltimore, MARYLAND, US",12,1720.294512
FY23-24,170.0,"St Louis, MISSOURI, US","Boston, MASSACHUSETTS, US",3,553.52333385
FY23-24,170.0,"St Louis, MISSOURI, US","Chicago, ILLINOIS, US",1,61.78381993
FY23-24,170.0,"St Louis, MISSOURI, US","Kansas City, MISSOURI, US",2,113.47067318
FY23-24,170.0,"St Louis, MISSOURI, US","San Francisco, CALIFORNIA, US",1,306.03878797
FY23-24,170.0,"St Louis, MISSOURI, US","Tampa, FLORIDA, US",1,169.49386972
FY23-24,170.0,"St Louis, MISSOURI, US","Tulsa, OKLAHOMA, US",4,272.28244204
FY23-24,170.0,"Sydney, AU","Adelaide, AU",1,140.82229452
FY23-24,170.0,"Sydney, AU","Auckland, NZ",1,237.0473849
FY23-24,170.0,"Sydney, AU","Brisbane, AU",12,1093.03066272
FY23-24,170.0,"Sydney, AU","Cairns, AU",1,216.70376605
FY23-24,170.0,"Sydney, AU","Dallas, TEXAS, US",2,3033.4989226
FY23-24,170.0,"Sydney, AU","Los Angeles, CALIFORNIA, US",12,15897.74207928
FY23-24,170.0,"Sydney, AU","San Francisco, CALIFORNIA, US",2,2624.8575352
FY23-24,170.0,"Taipei, TW","Bangkok, TH",1,273.31209677
FY23-24,170.0,"Taipei, TW","New York, NEW YORK, US",3,4133.64644997
FY23-24,170.0,"Taipei, TW","San Francisco, CALIFORNIA, US",9,10270.69710444
FY23-24,170.0,"Tallahassee, FLORIDA, US","Atlanta, GEORGIA, US",1,53.85048897
FY23-24,170.0,"Tallahassee, FLORIDA, US","Charlotte, NORTH CAROLINA, US",1,75.48231022
FY23-24,170.0,"Tampa, FLORIDA, US","Atlanta, GEORGIA, US",1,79.18816008
FY23-24,170.0,"Tampa, FLORIDA, US","Austin, TEXAS, US",2,360.83274912
FY23-24,170.0,"Tampa, FLORIDA, US","Baltimore, MARYLAND, US",94,15455.734435440001
FY23-24,170.0,"Tampa, FLORIDA, US","Kansas City, MISSOURI, US",1,185.21538208
FY23-24,170.0,"Tampa, FLORIDA, US","Miami, FLORIDA, US",2,98.0848192
FY23-24,170.0,"Tampa, FLORIDA, US","New York, NEW YORK, US",1,177.78553868
FY23-24,170.0,"Tampa, FLORIDA, US","Phoenix, ARIZONA, US",2,630.82908548
FY23-24,170.0,"Tampa, FLORIDA, US","San Juan, PR",1,218.64967742
FY23-24,170.0,"Tampa, FLORIDA, US","Washington, DISTRICT OF COLUMBIA, US",6,950.2579209
FY23-24,170.0,"Tanna, VU","Port Vila, VU",7,225.49892253000002
FY23-24,170.0,"Tbilisi, GE","Istanbul, TR",3,489.75731514
FY23-24,170.0,"Tel Aviv-Yafo, IL","Atlanta, GEORGIA, US",2,2271.05546818
FY23-24,170.0,"Tel Aviv-Yafo, IL","Dubai, AE",3,702.1202019899999
FY23-24,170.0,"Tel Aviv-Yafo, IL","Los Angeles, CALIFORNIA, US",1,1336.31040712
FY23-24,170.0,"Tel Aviv-Yafo, IL","Newark, NEW JERSEY, US",5,5019.5668258000005
FY23-24,170.0,"Tel Aviv-Yafo, IL","Paris, FR",1,360.70120732
FY23-24,170.0,"Tel Aviv-Yafo, IL","Rhodes, GR",1,95.96200679
FY23-24,170.0,"Tel Aviv-Yafo, IL","Rome, IT",4,1001.25984964
FY23-24,170.0,"Tel Aviv-Yafo, IL","Washington, DISTRICT OF COLUMBIA, US",2,2082.83276852
FY23-24,170.0,"Thessaloniki, GR","Munich, DE",2,300.36888304
FY23-24,170.0,"Tokyo, JP","Atlanta, GEORGIA, US",3,3642.21537888
FY23-24,170.0,"Tokyo, JP","Chicago, ILLINOIS, US",4,4442.51565448
FY23-24,170.0,"Tokyo, JP","Dallas, TEXAS, US",1,1139.77335889
FY23-24,170.0,"Tokyo, JP","Denver, COLORADO, US",4,4082.87585336
FY23-24,170.0,"Tokyo, JP","Hanoi, VN",1,408.46448637
FY23-24,170.0,"Tokyo, JP","Ho Chi Minh City, VN",3,1424.93782491
FY23-24,170.0,"Tokyo, JP","Hong Kong, HK",1,318.77566238
FY23-24,170.0,"Tokyo, JP","Houston, TEXAS, US",5,5865.15376597
FY23-24,170.0,"Tokyo, JP","Kuala Lumpur, MY",2,1174.97666456
FY23-24,170.0,"Tokyo, JP","Los Angeles, CALIFORNIA, US",4,3864.9337800800004
FY23-24,170.0,"Tokyo, JP","Manila, PH",1,335.05055746
FY23-24,170.0,"Tokyo, JP","Nadi, FJ",1,781.54876604
FY23-24,170.0,"Tokyo, JP","New York, NEW YORK, US",1,1194.43577825
FY23-24,170.0,"Tokyo, JP","San Francisco, CALIFORNIA, US",1,903.61047916
FY23-24,170.0,"Tokyo, JP","Sapporo, JP",2,194.65463979
FY23-24,170.0,"Tokyo, JP","Seoul, KR",1,152.13488882
FY23-24,170.0,"Tokyo, JP","Shanghai, CN",2,387.76706545
FY23-24,170.0,"Tokyo, JP","Singapore, SG",5,2910.0220012
FY23-24,170.0,"Tokyo, JP","Toronto, CA",1,1136.41223925
FY23-24,170.0,"Tokyo, JP","Washington, DISTRICT OF COLUMBIA, US",11,13158.25267438
FY23-24,170.0,"Toronto, CA","Atlanta, GEORGIA, US",1,144.13805492
FY23-24,170.0,"Toronto, CA","Baltimore, MARYLAND, US",36,2429.47714752
FY23-24,170.0,"Toronto, CA","Boston, MASSACHUSETTS, US",2,173.19971958
FY23-24,170.0,"Toronto, CA","Calgary, CA",1,295.24782492
FY23-24,170.0,"Toronto, CA","Charlotte, NORTH CAROLINA, US",2,229.3726016
FY23-24,170.0,"Toronto, CA","Chicago, ILLINOIS, US",1,84.6494125
FY23-24,170.0,"Toronto, CA","Delhi, IN",2,2556.92753832
FY23-24,170.0,"Toronto, CA","Denver, COLORADO, US",1,231.7403539
FY23-24,170.0,"Toronto, CA","Detroit, MICHIGAN, US",5,256.03022655
FY23-24,170.0,"Toronto, CA","Frankfurt, DE",2,1393.62634198
FY23-24,170.0,"Toronto, CA","Hong Kong, HK",2,2756.47190412
FY23-24,170.0,"Toronto, CA","London, GB",1,626.76036172
FY23-24,170.0,"Toronto, CA","Madrid, ES",1,665.32478702
FY23-24,170.0,"Toronto, CA","Montreal, CA",2,122.48808998
FY23-24,170.0,"Toronto, CA","New York, NEW YORK, US",2,138.48175776
FY23-24,170.0,"Toronto, CA","Newark, NEW JERSEY, US",1,67.68052105
FY23-24,170.0,"Toronto, CA","Ottawa, CA",3,160.34944707
FY23-24,170.0,"Toronto, CA","Philadelphia, PENNSYLVANIA, US",2,134.97095264
FY23-24,170.0,"Toronto, CA","Pittsburgh, PENNSYLVANIA, US",2,106.73936206
FY23-24,170.0,"Toronto, CA","Tokyo, JP",5,5676.93106628
FY23-24,170.0,"Toronto, CA","Vancouver, CA",1,367.4234466
FY23-24,170.0,"Toronto, CA","Washington, DISTRICT OF COLUMBIA, US",45,3109.98820785
FY23-24,170.0,"Traverse City, MICHIGAN, US","Chicago, ILLINOIS, US",1,53.610085
FY23-24,170.0,"Traverse City, MICHIGAN, US","Washington, DISTRICT OF COLUMBIA, US",1,116.63674809
FY23-24,170.0,"Trieste, IT","Frankfurt, DE",5,358.8823018
FY23-24,170.0,"Trondheim, NO","Amsterdam, NL",2,312.46165626
FY23-24,170.0,"Tucson, ARIZONA, US","Atlanta, GEORGIA, US",1,271.71998747
FY23-24,170.0,"Tucson, ARIZONA, US","Dallas, TEXAS, US",2,315.97246138
FY23-24,170.0,"Tulsa, OKLAHOMA, US","Dallas, TEXAS, US",7,398.83018391999997
FY23-24,170.0,"Tulsa, OKLAHOMA, US","St Louis, MISSOURI, US",2,136.14122102
FY23-24,170.0,"Tunis, TN","Casablanca, MA",4,730.95507044
FY23-24,170.0,"Tunis, TN","Frankfurt, DE",1,178.07583781
FY23-24,170.0,"Tunis, TN","Paris, FR",1,180.0262851
FY23-24,170.0,"Ulaanbaatar, MN","Seoul, KR",1,214.93475571
FY23-24,170.0,"Vail, COLORADO, US","Denver, COLORADO, US",3,86.54542869
FY23-24,170.0,"Valencia, ES","Munich, DE",1,168.12855662
FY23-24,170.0,"Vancouver, CA","Chicago, ILLINOIS, US",4,1243.96806764
FY23-24,170.0,"Vancouver, CA","Denver, COLORADO, US",10,1965.3704823
FY23-24,170.0,"Vancouver, CA","Kamloops, CA",1,38.46463498
FY23-24,170.0,"Vancouver, CA","Los Angeles, CALIFORNIA, US",4,764.21246476
FY23-24,170.0,"Vancouver, CA","Minneapolis/St Paul, MINNESOTA, US",3,759.43613685
FY23-24,170.0,"Vancouver, CA","Newark, NEW JERSEY, US",1,428.27740212
FY23-24,170.0,"Vancouver, CA","San Francisco, CALIFORNIA, US",2,312.0715668
FY23-24,170.0,"Vancouver, CA","Seattle, WASHINGTON, US",3,91.59391203
FY23-24,170.0,"Vancouver, CA","Toronto, CA",9,3306.8110193999996
FY23-24,170.0,"Vancouver, CA","Washington, DISTRICT OF COLUMBIA, US",8,3305.92651416
FY23-24,170.0,"Venice, IT","Dublin, IE",3,581.0382484500001
FY23-24,170.0,"Venice, IT","London, GB",2,278.91396284
FY23-24,170.0,"Vienna, AT","Brussels, BE",1,111.95567459
FY23-24,170.0,"Vienna, AT","Budapest, HU",1,31.73332386
FY23-24,170.0,"Vienna, AT","Florence, IT",2,153.3051572
FY23-24,170.0,"Vienna, AT","Munich, DE",1,52.88887309
FY23-24,170.0,"Vienna, AT","Shanghai, CN",1,933.15295175
FY23-24,170.0,"Vienna, AT","Washington, DISTRICT OF COLUMBIA, US",3,2361.09809424
FY23-24,170.0,"Vishakhapatnam, IN","Hyderabad, IN",1,61.82917917
FY23-24,170.0,"Warsaw, PL","Frankfurt, DE",2,216.88973892
FY23-24,170.0,"Warsaw, PL","Munich, DE",1,94.0115595
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Abu Dhabi, AE",5,6253.4515345
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Accra, GH",9,8420.66609598
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Addis Ababa, ET",9,11431.34478531
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Amsterdam, NL",45,30679.946241299996
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Athens, GR",4,3645.57649852
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Atlanta, GEORGIA, US",12,1265.25515864
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Austin, TEXAS, US",6,1383.01227996
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Barcelona, ES",13,9304.64056041
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Berlin, DE",2,1481.72305666
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Boston, MASSACHUSETTS, US",18,1424.60670242
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Bozeman, MONTANA, US",1,312.76102724
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Brussels, BE",16,10979.18574368
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Cairo, EG",1,1030.44852018
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Cancun, MX",3,719.6334043200001
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Cape Town, ZA",7,9813.58483385
FY23-24,170.0,"Washington, DISTRICT OF COLUMBIA, US","Casablanca, MA",2,1350.81629186
